star_id,mission,label,orbital_period,transit_duration,transit_depth,planet_radius,impact_parameter,transit_snr,mes,stellar_teff,stellar_logg,stellar_radius,mag
7838655,Kepler,FALSE_POSITIVE,2.113202658,3.5234,2104.8,207.71,3.178,,,5482.0,4.502,0.858,15.465
11702948,Kepler,CANDIDATE,9.771462706,1.767,6933.2,10.15,0.946,,,5812.0,4.551,0.853,14.245
9512981,Kepler,CANDIDATE,281.5628889,8.853,21012.0,10.83,0.0,,,4810.0,4.536,0.776,15.962
7770450,Kepler,FALSE_POSITIVE,1.157808038,3.6705,866.7,22.9,1.203,,,5566.0,4.532,0.886,15.837
11455491,Kepler,FALSE_POSITIVE,6.14281498,4.624,122.0,1.82,0.67,,,6495.0,4.128,1.554,13.45
11764462,Kepler,CONFIRMED,5.69919592,2.3906,159.4,1.16,0.007,,,5646.0,4.493,0.932,13.069
11656246,Kepler,CONFIRMED,18.11473813,5.2706,241.5,2.49,0.896,,,6109.0,4.247,1.36,12.841
7808587,Kepler,CONFIRMED,6.24145791,3.0998,163.7,1.6,0.029,,,5810.0,4.25,1.259,13.939
4741126,Kepler,CONFIRMED,20.4222447,6.22,189.3,1.78,0.059,,,6119.0,4.274,1.299,13.47
5301750,Kepler,CONFIRMED,8.72585478,4.473,446.7,2.86,0.911,,,6036.0,4.326,1.131,14.764
5526717,Kepler,CONFIRMED,52.069002,3.0089,558.3,2.92,0.275,,,5565.0,4.251,1.246,14.279
5530882,Kepler,FALSE_POSITIVE,5.0825188,3.328,105.0,0.88,0.522,,,5706.0,4.561,0.834,14.445
5531953,Kepler,CANDIDATE,6.93910337,2.977,614.7,1.41,0.966,,,3638.0,4.844,0.42,15.855
6034945,Kepler,CONFIRMED,9.11500269,4.558,268.3,1.78,0.675,,,5962.0,4.431,1.028,14.63
9851226,Kepler,FALSE_POSITIVE,8.48031942,7.297,1426.7,4.54,0.918,,,5951.0,4.439,0.991,15.262
8692861,Kepler,CONFIRMED,13.7223682,5.1231,571.1,2.23,0.009,,,5637.0,4.399,0.943,13.749
7543649,Kepler,FALSE_POSITIVE,3.582076914,4.4228,1534.4,5.33,0.966,,,6109.0,4.422,0.993,15.193
9480310,Kepler,CONFIRMED,15.43400996,4.2572,1785.9,4.3,0.707,,,5900.0,4.509,0.951,15.703
11858748,Kepler,FALSE_POSITIVE,1.780984316,2.173,590.9,2.33,0.782,,,5730.0,4.545,0.87,15.516
11669125,Kepler,CONFIRMED,70.6981724,6.632,357.7,1.63,0.026,,,5811.0,4.536,0.866,13.046
12159249,Kepler,CONFIRMED,3.74443645,2.9191,73.3,1.1,0.169,,,5876.0,4.269,1.293,12.71
9872292,Kepler,CANDIDATE,10.19154678,6.165,61.3,1.39,0.659,,,6212.0,4.049,1.684,11.74
9963461,Kepler,FALSE_POSITIVE,10.581581895,6.66929,112640.0,53.19,0.202,,,6168.0,4.074,1.567,13.936
8081482,Kepler,FALSE_POSITIVE,2.819453322,4.4127,71867.0,29.8,0.532,,,5767.0,4.33,1.074,14.569
5542466,Kepler,CANDIDATE,12.89006728,3.555,602.5,1.93,0.082,,,4915.0,4.512,0.812,15.674
4178389,Kepler,CANDIDATE,23.210509958,3.09802,28737.0,21.19,0.954,,,5875.0,4.572,0.809,14.228
10028140,Kepler,CONFIRMED,19.65639342,3.226,843.2,2.83,0.955,,,5288.0,4.613,0.74,15.372
6048024,Kepler,FALSE_POSITIVE,62.81584402,2.6901,1688.4,57.62,1.31,,,6340.0,4.23,1.492,12.849
6049190,Kepler,CONFIRMED,70.468171,6.653,922.4,3.46,0.031,,,6461.0,4.396,1.131,14.811
6149553,Kepler,FALSE_POSITIVE,56.86716792,4.23,,,,,,,,,15.886
6198999,Kepler,CONFIRMED,3.93246069,2.1763,455.5,1.65,0.416,,,4841.0,4.533,0.779,15.32
